4.8368,-0.01735,-0.22601,2.216,-0.68476,1.3953,-1.5379
4.8411,-0.019904,-0.22088,2.2097,-0.50283,0.99058,-1.3955
4.8497,-0.022646,-0.21587,2.199,-0.13707,0.18,-1.0994
4.8539,-0.022861,-0.21592,2.1946,0.035145,-0.20066,-0.95821
4.8582,-0.022364,-0.21755,2.1907,0.19363,-0.55052,-0.82896
4.8625,-0.021222,-0.2206,2.1874,0.3344,-0.86093,-0.71593
4.8711,-0.017351,-0.2302,2.182,0.55126,-1.3383,-0.54973
4.8797,-0.012024,-0.24299,2.1777,0.67177,-1.6019,-0.47018
4.8883,-0.0060799,-0.25712,2.1737,0.69586,-1.6513,-0.47126
4.8969,-0.00030296,-0.27084,2.1694,0.63522,-1.5118,-0.53609
4.9012,0.002312,-0.27707,2.167,0.57911,-1.3844,-0.58585
4.9034,0.0035212,-0.27997,2.1657,0.54588,-1.3092,-0.61387
4.9055,0.0046559,-0.28269,2.1644,0.50973,-1.2275,-0.64357
4.9077,0.00571,-0.28524,2.163,0.47104,-1.1401,-0.67463
4.912,0.0075576,-0.28974,2.1599,0.38764,-0.95191,-0.7397
4.9163,0.0090341,-0.2934,2.1566,0.29881,-0.75166,-0.80695
4.9206,0.010123,-0.29619,2.153,0.20756,-0.54614,-0.8745
4.9249,0.010819,-0.2981,2.1491,0.11675,-0.34173,-0.9407
4.9335,0.011076,-0.29936,2.1405,-0.053418,0.041046,-1.0635
4.9378,0.010682,-0.29881,2.1358,-0.1284,0.20965,-1.1178
4.942,0.0099856,-0.29758,2.1309,-0.19432,0.35789,-1.1659
4.9506,0.0078544,-0.29347,2.1205,-0.29411,0.5827,-1.241
4.9592,0.0050653,-0.28787,2.1096,-0.34693,0.70287,-1.2843
4.9678,0.0020255,-0.28169,2.0985,-0.35288,0.71911,-1.2945
4.9721,0.00053357,-0.27865,2.093,-0.33976,0.69169,-1.2876
4.9764,-0.0008815,-0.27577,2.0875,-0.31731,0.64375,-1.2735
4.9807,-0.0021824,-0.27314,2.082,-0.28686,0.57824,-1.2531
4.9827,-0.0027219,-0.27205,2.0796,-0.27092,0.54389,-1.2421
4.9846,-0.0032295,-0.27104,2.0772,-0.25381,0.50695,-1.2301
4.9885,-0.0041404,-0.26923,2.0725,-0.21662,0.42664,-1.2036
4.9923,-0.0049013,-0.26775,2.0679,-0.17646,0.3399,-1.1746
4.9962,-0.0055031,-0.26661,2.0634,-0.13452,0.24935,-1.1439
5.0001,-0.0059411,-0.26582,2.0591,-0.09194,0.15752,-1.1125
5.0078,-0.0063286,-0.2653,2.0507,-0.0091765,-0.020599,-1.0514
5.0117,-0.0062892,-0.26554,2.0467,0.02908,-0.10265,-1.0232
5.0155,-0.0061078,-0.26608,2.0428,0.064158,-0.17765,-0.99755
5.0194,-0.0057979,-0.2669,2.039,0.0954,-0.24416,-0.975
5.0271,-0.0048581,-0.26922,2.0316,0.14444,-0.34751,-0.9407
5.0349,-0.0036142,-0.27216,2.0244,0.17378,-0.40746,-0.92212
5.0426,-0.0022211,-0.27541,2.0173,0.18315,-0.42355,-0.91913
5.0503,-0.00082761,-0.27861,2.0101,0.17423,-0.39954,-0.93009
5.0581,0.00043601,-0.2815,2.0028,0.15018,-0.34242,-0.95226
5.0658,0.0014679,-0.28385,1.9954,0.11513,-0.26135,-0.98234
5.0728,0.0021423,-0.28538,1.9884,0.078039,-0.17637,-1.0133
5.0763,0.0023802,-0.28592,1.9849,0.05863,-0.13204,-1.0293
5.0797,0.0025504,-0.2863,1.9813,0.039188,-0.087689,-1.0453
5.0832,0.0026535,-0.28653,1.9776,0.020093,-0.044133,-1.061
5.0902,0.0026665,-0.28654,1.9701,-0.015683,0.037599,-1.0906
5.0971,0.0024471,-0.28603,1.9624,-0.04632,0.10797,-1.1164
5.1041,0.0020377,-0.28508,1.9546,-0.070081,0.16323,-1.1372
5.1111,0.0014898,-0.2838,1.9466,-0.085934,0.20117,-1.1522
5.118,0.00086029,-0.28232,1.9385,-0.09355,0.22111,-1.1611
5.125,0.00020562,-0.28076,1.9304,-0.093248,0.2238,-1.1641
5.1285,-0.0001145,-0.27999,1.9264,-0.09039,0.21926,-1.1636
5.132,-0.00042183,-0.27924,1.9223,-0.085926,0.21123,-1.1618
5.1354,-0.00071106,-0.27852,1.9183,-0.080032,0.20011,-1.1589
5.1389,-0.00097758,-0.27785,1.9143,-0.072905,0.18632,-1.155
5.1424,-0.0012174,-0.27723,1.9103,-0.064754,0.17032,-1.1503
5.1494,-0.0016053,-0.27616,1.9023,-0.046256,0.13359,-1.1393
5.1563,-0.0018582,-0.27537,1.8944,-0.026292,0.093762,-1.1271
5.1633,-0.001972,-0.27486,1.8866,-0.0065381,0.054456,-1.115
5.1703,-0.0019533,-0.27461,1.8789,0.011532,0.018869,-1.1043
5.1772,-0.0018183,-0.27458,1.8712,0.026737,-0.010451,-1.0958
5.1842,-0.0015897,-0.27473,1.8636,0.03824,-0.031708,-1.0902
5.1911,-0.0012954,-0.275,1.856,0.045586,-0.043937,-1.088
5.2051,-0.00062682,-0.27563,1.8409,0.047768,-0.041304,-1.0935
5.219,-2.9865e-05,-0.27601,1.8255,0.036177,-0.00895,-1.1099
5.2253,0.00017195,-0.276,1.8185,0.028041,0.011878,-1.1196
5.2315,0.0003196,-0.27586,1.8115,0.018994,0.034644,-1.1301
5.2378,0.00040941,-0.27557,1.8044,0.00968,0.057958,-1.1408
5.244,0.00044159,-0.27513,1.7972,0.00069342,0.08054,-1.1513
5.2503,0.00041986,-0.27456,1.7899,-0.0074496,0.10128,-1.1613
5.2566,0.00035086,-0.27387,1.7826,-0.014336,0.1193,-1.1703
5.2628,0.00024346,-0.27307,1.7753,-0.01967,0.13396,-1.1781
5.2754,-4.4545e-05,-0.27127,1.7604,-0.025114,0.15202,-1.1898
5.2879,-0.00035753,-0.26933,1.7455,-0.023805,0.15559,-1.1963
5.299,-0.00059338,-0.26763,1.7322,-0.018261,0.14934,-1.1986
5.31,-0.00075302,-0.26604,1.719,-0.010342,0.13805,-1.1991
5.3211,-0.00082037,-0.26458,1.7057,-0.0018834,0.12566,-1.1992
5.3322,-0.00079875,-0.26325,1.6925,0.0054901,0.11564,-1.2004
5.3421,-0.00071869,-0.26213,1.6805,0.01023,0.11073,-1.2031
5.3521,-0.00060245,-0.26103,1.6685,0.012721,0.11065,-1.2078
5.362,-0.00047288,-0.25991,1.6564,0.012935,0.11547,-1.2145
5.372,-0.00035133,-0.25872,1.6443,0.011188,0.12449,-1.223
5.3819,-0.00025473,-0.25742,1.6321,0.008034,0.13654,-1.2328
5.3919,-0.00019374,-0.256,1.6198,0.004154,0.15014,-1.2434
5.4018,-0.00017216,-0.25443,1.6073,0.00023335,0.16384,-1.2542
5.4118,-0.00018731,-0.25274,1.5948,-0.0031439,0.17639,-1.2648
5.4217,-0.00023155,-0.25093,1.5822,-0.0055608,0.18692,-1.2747
5.4317,-0.00029409,-0.24902,1.5694,-0.0068059,0.19498,-1.2838
5.4416,-0.0003631,-0.24705,1.5566,-0.0068706,0.20056,-1.2921
5.4516,-0.0004275,-0.24504,1.5437,-0.005925,0.20402,-1.2996
5.4616,-0.00047867,-0.243,1.5307,-0.0042605,0.20599,-1.3068
5.4715,-0.00051112,-0.24094,1.5177,-0.0022334,0.20723,-1.3137
5.4815,-0.00052312,-0.23887,1.5046,-0.00019847,0.20851,-1.3208
5.4914,-0.00051608,-0.23679,1.4914,0.0015399,0.21045,-1.3284
5.5014,-0.00049418,-0.23468,1.4781,0.0027678,0.21354,-1.3366
5.5113,-0.00046304,-0.23253,1.4648,0.0033792,0.21798,-1.3456
5.5213,-0.00042897,-0.23033,1.4513,0.0033749,0.22379,-1.3554
5.5312,-0.00039761,-0.22807,1.4378,0.0028478,0.23075,-1.3659
5.5412,-0.0003735,-0.22574,1.4241,0.0019527,0.23856,-1.377
5.5511,-0.00035934,-0.22332,1.4104,0.00087752,0.24681,-1.3885
5.5611,-0.00035601,-0.22082,1.3965,-0.0001918,0.2551,-1.4003
5.5711,-0.00036262,-0.21824,1.3825,-0.0010982,0.26312,-1.4122
5.581,-0.00037697,-0.21559,1.3684,-0.0017316,0.27062,-1.4242
5.591,-0.00039601,-0.21286,1.3541,-0.0020401,0.27751,-1.4361
5.6009,-0.00041651,-0.21006,1.3398,-0.0020272,0.28378,-1.448
5.6109,-0.00043547,-0.20721,1.3253,-0.0017441,0.28957,-1.4599
5.6208,-0.00045061,-0.2043,1.3107,-0.0012747,0.29503,-1.472
5.6407,-0.00046486,-0.19832,1.2812,-0.00017139,0.30588,-1.4969
5.6543,-0.00046291,-0.1941,1.2607,0.00041231,0.31389,-1.515
5.668,-0.00045492,-0.18977,1.2399,0.00070211,0.32271,-1.534
5.6816,-0.00044522,-0.18531,1.2189,0.00067208,0.33242,-1.5541
5.6952,-0.00043773,-0.18071,1.1976,0.00039553,0.34287,-1.5752
5.7088,-0.00043505,-0.17597,1.176,-1.0619e-05,0.35384,-1.5973
5.7224,-0.00043801,-0.17107,1.1541,-0.00040873,0.36504,-1.6203
5.736,-0.00044572,-0.16603,1.1319,-0.00070027,0.37628,-1.6441
5.7497,-0.00045634,-0.16083,1.1093,-0.00082461,0.38744,-1.6686
5.7633,-0.00046745,-0.15548,1.0864,-0.00079292,0.39857,-1.6941
5.7769,-0.00047735,-0.14997,1.0632,-0.00063885,0.40975,-1.7204
5.7905,-0.00048459,-0.14432,1.0396,-0.0004415,0.42118,-1.7478
5.8041,-0.00048951,-0.1385,1.0156,-0.00025029,0.43298,-1.7765
5.8164,-0.00049168,-0.13313,0.99363,-0.00014403,0.44407,-1.8035
5.8274,-0.00049316,-0.12817,0.9736,-0.00010636,0.45446,-1.8287
5.8329,-0.00049373,-0.12565,0.96348,-0.00010908,0.4598,-1.8417
5.8384,-0.00049438,-0.1231,0.95329,-0.00012469,0.46524,-1.855
5.844,-0.00049513,-0.12052,0.94302,-0.00015104,0.47079,-1.8685
5.8495,-0.00049606,-0.11791,0.93268,-0.00018609,0.47642,-1.8823
5.855,-0.00049719,-0.11527,0.92226,-0.00022692,0.48215,-1.8963
5.8605,-0.00049857,-0.11259,0.91177,-0.00027106,0.48796,-1.9106
5.866,-0.00050018,-0.10989,0.90119,-0.00031562,0.49386,-1.9252
5.877,-0.00050413,-0.10437,0.87979,-0.00039624,0.50587,-1.9552
5.8881,-0.00050883,-0.098726,0.85806,-0.00045157,0.51818,-1.9862
5.9101,-0.0005191,-0.087017,0.81353,-0.00045214,0.54364,-2.0517
5.9278,-0.0005263,-0.077224,0.77679,-0.00034572,0.56489,-2.1076
5.9455,-0.00053102,-0.067048,0.73903,-0.00017822,0.58703,-2.1668
5.9631,-0.00053249,-0.056473,0.70019,1.7701e-05,0.61016,-2.2295
5.9808,-0.00053034,-0.045479,0.66022,0.00022535,0.63432,-2.2956
5.9985,-0.00052434,-0.03405,0.61905,0.00046125,0.65944,-2.3651
6.0161,-0.00051359,-0.02217,0.57662,0.00076526,0.68536,-2.4378
6.0338,-0.00049659,-0.0098268,0.53288,0.0011887,0.71178,-2.513
6.0427,-0.00048492,-0.0034796,0.51051,0.0014597,0.72507,-2.5513
6.0438,-0.00048329,-0.0026779,0.50769,0.0014966,0.72673,-2.5562
6.0449,-0.00048161,-0.0018744,0.50486,0.0015342,0.72839,-2.561
6.046,-0.0004799,-0.0010691,0.50203,0.0015725,0.73005,-2.5658
6.046,-0.00047978,-0.0010137,0.50184,0.0015752,0.73016,-2.5661
6.0461,-0.00047966,-0.00095833,0.50164,0.0015778,0.73028,-2.5665
6.0463,-0.00047942,-0.00084755,0.50125,0.0015842,0.7305,-2.5671
6.0463,-0.00047936,-0.00082262,0.50117,0.0015952,0.73053,-2.5672
6.0463,-0.00047931,-0.0007977,0.50108,0.0016176,0.73052,-2.5673
6.0464,-0.00047925,-0.00077277,0.50099,0.0016604,0.73046,-2.5674
6.0464,-0.0004792,-0.00074784,0.5009,0.0017364,0.7303,-2.5673
6.0464,-0.00047914,-0.00072292,0.50082,0.0018634,0.73001,-2.5671
6.0465,-0.00047899,-0.00067314,0.50064,0.0023608,0.72876,-2.5659
6.0466,-0.0004788,-0.00062348,0.50047,0.0033482,0.72616,-2.5633
6.0466,-0.00047857,-0.00058072,0.50031,0.0046923,0.72258,-2.5597
6.0467,-0.00047828,-0.00054244,0.50018,0.0062016,0.71853,-2.5555
6.0467,-0.00047795,-0.00050817,0.50006,0.0076119,0.71474,-2.5516
6.0468,-0.00047755,-0.00047409,0.49994,0.0090067,0.711,-2.5477
6.0468,-0.00047709,-0.00044019,0.49981,0.01041,0.70723,-2.5438
6.0469,-0.00047596,-0.00037292,0.49957,0.013204,0.69973,-2.5361
6.0471,-0.0004729,-0.00024053,0.49909,0.018768,0.68477,-2.5206
6.0473,-0.00046878,-0.00011099,0.49861,0.024297,0.66991,-2.5052
6.0475,-0.00046361,1.5713e-05,0.49813,0.029788,0.65513,-2.4898
6.0477,-0.00045739,0.0001396,0.49765,0.03524,0.64044,-2.4746
6.0479,-0.00045013,0.00026068,0.49718,0.040651,0.62586,-2.4594
6.0481,-0.00044184,0.00037899,0.49671,0.04602,0.61138,-2.4443
6.0485,-0.00042221,0.00060735,0.49578,0.056623,0.58275,-2.4145
6.0492,-0.00037095,0.0010317,0.49396,0.077248,0.52694,-2.356
6.0508,-0.00022275,0.0017564,0.49044,0.11588,0.42189,-2.2452
6.0523,-1.8404e-05,0.0023278,0.48708,0.15061,0.32678,-2.1438
6.0538,0.00023586,0.002762,0.48388,0.18109,0.24253,-2.0528
6.0553,0.00053343,0.0030759,0.4808,0.20721,0.16957,-1.9728
6.0584,0.0012319,0.0034115,0.47497,0.24647,0.057178,-1.8458
6.0615,0.0020257,0.0034674,0.46946,0.26981,-0.013986,-1.7593
6.0628,0.0023811,0.0034359,0.46719,0.27553,-0.033377,-1.7332
6.0641,0.0027425,0.0033828,0.46494,0.27905,-0.047141,-1.7125
6.0654,0.0031071,0.0033152,0.46272,0.28064,-0.05592,-1.6968
6.068,0.0038371,0.0031596,0.45833,0.27893,-0.061098,-1.677
6.0706,0.0045558,0.0030076,0.45398,0.27225,-0.053884,-1.6688
6.0732,0.0052525,0.0028856,0.44963,0.26226,-0.038752,-1.6673
6.0758,0.0059204,0.0028092,0.44529,0.25038,-0.019467,-1.6687
6.0784,0.0065561,0.0027851,0.44094,0.23768,0.0010043,-1.6698
6.081,0.0071586,0.0028135,0.43659,0.22499,0.020492,-1.6684
6.0836,0.0077286,0.0028898,0.43225,0.21283,0.037554,-1.663
6.0862,0.008268,0.0030063,0.42794,0.20152,0.05137,-1.6525
6.0888,0.0087792,0.0031543,0.42365,0.19116,0.061629,-1.6369
6.094,0.0097268,0.0035077,0.41524,0.1732,0.071971,-1.5904
6.0987,0.010506,0.0038478,0.40791,0.15937,0.071933,-1.534
6.1034,0.011223,0.0041732,0.40087,0.14666,0.066228,-1.4674
6.1081,0.011881,0.0044643,0.39416,0.13411,0.057683,-1.3939
6.1128,0.01248,0.0047129,0.38781,0.12107,0.048364,-1.3162
6.1175,0.013015,0.0049186,0.38182,0.1072,0.039465,-1.236
6.1221,0.013483,0.0050846,0.37622,0.0924,0.031509,-1.1543
6.1268,0.01388,0.0052157,0.371,0.076785,0.024503,-1.0715
6.1315,0.014202,0.0053156,0.36617,0.060525,0.018267,-0.98797
6.1362,0.014447,0.0053877,0.36174,0.043853,0.012468,-0.90371
6.1409,0.014613,0.0054329,0.3577,0.026946,0.0069212,-0.81903
6.1456,0.0147,0.0054525,0.35406,0.010008,0.001375,-0.73413
6.1479,0.014713,0.0054524,0.35239,0.0015584,-0.0013906,-0.69176
6.1503,0.014707,0.0054459,0.35081,-0.0068517,-0.0041708,-0.6495
6.1526,0.014681,0.0054329,0.34934,-0.015211,-0.0069608,-0.6074
6.155,0.014636,0.0054133,0.34797,-0.023506,-0.0097595,-0.56554
6.1573,0.014571,0.0053871,0.34669,-0.031726,-0.01256,-0.52398
6.162,0.014384,0.0053151,0.34443,-0.047898,-0.018141,-0.442
6.1714,0.013788,0.0050937,0.34103,-0.078888,-0.029014,-0.28438
6.1795,0.01304,0.0048201,0.33923,-0.10402,-0.037896,-0.15641
6.1877,0.012095,0.004477,0.33844,-0.127,-0.046011,-0.039444
6.1959,0.010972,0.004071,0.33855,-0.14749,-0.053223,0.064649
6.204,0.0096933,0.0036102,0.33946,-0.16517,-0.05946,0.15434
6.2204,0.0067654,0.0025569,0.34314,-0.19121,-0.068653,0.28587
6.2351,0.0038528,0.0015098,0.34786,-0.20319,-0.073192,0.34625
6.2498,0.00084375,0.00042732,0.35305,-0.20431,-0.073563,0.35022
6.2571,-0.00064645,-0.00011095,0.35556,-0.20078,-0.072552,0.33201
6.2645,-0.002102,-0.00063662,0.3579,-0.19477,-0.07049,0.30069
6.2682,-0.0028108,-0.0008933,0.35896,-0.19085,-0.069118,0.28037
6.2718,-0.0035042,-0.0011444,0.35995,-0.18636,-0.06752,0.25705
6.2755,-0.00418,-0.0013893,0.36085,-0.18131,-0.065708,0.23086
6.2792,-0.0048363,-0.0016272,0.36165,-0.17572,-0.063694,0.20191
6.2865,-0.0060824,-0.002079,0.3629,-0.16301,-0.0591,0.1362
6.3012,-0.0082605,-0.0028686,0.36377,-0.13222,-0.047893,-0.022735
6.3086,-0.0091682,-0.0031973,0.36327,-0.11457,-0.041448,-0.11373
6.3159,-0.0099418,-0.0034768,0.36208,-0.095732,-0.034544,-0.21083
6.3306,-0.011057,-0.003877,0.35748,-0.055503,-0.019759,-0.41827
6.3453,-0.011565,-0.0040539,0.34974,-0.013569,-0.0043154,-0.63477
6.3586,-0.011496,-0.0040195,0.34005,0.023947,0.0094278,-0.82863
6.3705,-0.011016,-0.0038361,0.32918,0.056248,0.021177,-0.99574
6.3812,-0.010267,-0.0035565,0.31775,0.083237,0.030882,-1.1355
6.3919,-0.0092418,-0.0031783,0.30489,0.10751,0.03945,-1.2612
6.4026,-0.0079744,-0.0027156,0.29078,0.12838,0.046711,-1.3694
6.4134,-0.0065043,-0.002183,0.27561,0.14529,0.052394,-1.4569
6.4348,-0.0031413,-0.0009792,0.24309,0.16522,0.059084,-1.5611
6.4442,-0.0015688,-0.00042146,0.22831,0.16787,0.059273,-1.5737
6.4536,8.7904e-06,0.00013584,0.2135,0.16644,0.058527,-1.5662
6.4621,0.0014034,0.00062344,0.20032,0.16185,0.05668,-1.5421
6.4664,0.0020825,0.00086143,0.19381,0.15838,0.055438,-1.5242
6.4706,0.0027454,0.0010933,0.1874,0.15419,0.053942,-1.5024
6.4748,0.003389,0.0013184,0.18108,0.14928,0.052188,-1.4768
6.4791,0.0040103,0.0015355,0.17488,0.1437,0.050202,-1.4477
6.4833,0.0046066,0.0017438,0.16881,0.13747,0.047992,-1.4152
6.4918,0.0057134,0.00213,0.15711,0.12319,0.042977,-1.3407
6.5087,0.0075189,0.0027602,0.13586,0.088635,0.030899,-1.1598
6.5257,0.0086869,0.0031687,0.11794,0.048596,0.01703,-0.95019
6.5427,0.009154,0.0033323,0.1037,0.0064735,0.0023076,-0.729
6.5463,0.0091612,0.0033351,0.10116,-0.0024742,-0.00077705,-0.68211
6.5499,0.0091362,0.0033267,0.098775,-0.011326,-0.0038554,-0.63565
6.5535,0.0090795,0.0033073,0.096561,-0.020053,-0.0069113,-0.58978
6.5607,0.0088728,0.0032356,0.092623,-0.03702,-0.012893,-0.50049
6.568,0.0085464,0.0031215,0.089316,-0.053157,-0.018611,-0.4155
6.5752,0.008107,0.0029675,0.086604,-0.068259,-0.02397,-0.33594
6.5824,0.0075628,0.0027762,0.084445,-0.082136,-0.028894,-0.26286
6.5969,0.0061989,0.0022958,0.081575,-0.10556,-0.037194,-0.13964
6.6113,0.0045436,0.0017123,0.080238,-0.12232,-0.043139,-0.051558
6.6258,0.0026982,0.0010613,0.079897,-0.13179,-0.046455,-0.002217
6.633,0.0017378,0.00072274,0.079922,-0.13367,-0.04714,0.0074848
6.6402,0.00077068,0.00038164,0.079981,-0.13367,-0.047139,0.0071895
6.6547,-0.0011303,-0.00028882,0.079917,-0.12816,-0.045247,-0.022363
6.6677,-0.0027333,-0.00085375,0.079281,-0.1174,-0.041367,-0.079934
6.6735,-0.003402,-0.0010896,0.078715,-0.11091,-0.039123,-0.11436
6.6794,-0.0040301,-0.0013111,0.077933,-0.10351,-0.036533,-0.15362
6.6853,-0.0046123,-0.0015167,0.076908,-0.095288,-0.033642,-0.19726
6.6911,-0.0051442,-0.0017045,0.075616,-0.086324,-0.030489,-0.24482
6.697,-0.0056217,-0.0018732,0.074035,-0.076713,-0.027106,-0.29581
6.7028,-0.0060413,-0.0020215,0.072147,-0.066548,-0.023538,-0.34969
6.7145,-0.0066954,-0.0022533,0.067391,-0.04497,-0.01597,-0.46404
6.7262,-0.0070904,-0.0023944,0.061261,-0.022421,-0.0080964,-0.58342
6.7379,-0.0072199,-0.0024427,0.053727,0.00023806,-0.00017407,-0.70341
6.7438,-0.0071858,-0.0024323,0.049436,0.011355,0.0036992,-0.76224
6.7497,-0.0070875,-0.0023996,0.044806,0.022191,0.0074774,-0.8196
6.7555,-0.0069268,-0.002345,0.039845,0.032649,0.011125,-0.87497
6.7672,-0.0064287,-0.0021744,0.028987,0.052073,0.017907,-0.97785
6.7789,-0.0057175,-0.0019292,0.017001,0.068961,0.023824,-1.0674
6.7906,-0.0048262,-0.0016208,0.004059,0.082766,0.02869,-1.1407
6.7914,-0.0047654,-0.0015997,0.0032228,0.083517,0.028956,-1.1447
6.7921,-0.004704,-0.0015784,0.0023838,0.084253,0.029217,-1.1486
6.7928,-0.0046421,-0.0015569,0.0015419,0.084976,0.029474,-1.1524
6.7932,-0.0046109,-0.0015461,0.00112,0.085332,0.029601,-1.1543
6.7934,-0.0045953,-0.0015407,0.00090871,0.085509,0.029663,-1.1553
6.7935,-0.0045875,-0.001538,0.00080302,0.08561,0.029645,-1.1556
6.7935,-0.0045836,-0.0015366,0.00075017,0.085709,0.029449,-1.1555
6.7936,-0.0045796,-0.0015353,0.00069733,0.085906,0.028875,-1.1547
6.7936,-0.0045763,-0.0015342,0.00065294,0.086221,0.027817,-1.153
6.7936,-0.0045735,-0.0015333,0.000615,0.086664,0.026242,-1.1504
6.7937,-0.0045709,-0.0015326,0.00058094,0.087247,0.024113,-1.1468
6.7937,-0.0045683,-0.0015319,0.00054701,0.088036,0.02119,-1.1417
6.7937,-0.0045657,-0.0015313,0.00051326,0.089035,0.017451,-1.1353
6.7937,-0.0045644,-0.0015311,0.00049646,0.089605,0.015309,-1.1316
6.7937,-0.004563,-0.0015309,0.00047971,0.090209,0.013036,-1.1276
6.7938,-0.0045617,-0.0015307,0.00046303,0.09083,0.010694,-1.1235
